ID	Acct_Sched	Asset_Seq_Nbr	OEC_on_Asset	Residual	Depreciation_Type	Depreciation_Cnt	Tax_Inservice_Date	Salvage_Amt	Date_In_Service	Funding_Date	Asset_Cap_Fees	
254	8461093001	0037	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
255	8461093001	0038	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
256	8461093001	0039	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
257	8461093001	0040	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
258	8461093001	0041	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
259	8461093001	0042	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
260	8461093001	0043	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
261	8461093001	0044	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
262	8461093001	0045	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
263	8461093001	0046	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
264	8461093001	0047	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
265	8461093001	0048	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
266	8461093001	0049	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
267	8461093001	0050	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
268	8461093001	0051	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
269	8461093001	0052	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
270	8461093001	0053	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
271	8461093001	0054	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
272	8461093001	0055	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
273	8461093001	0056	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
274	8461093001	0057	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
275	8461093001	0058	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
276	8461093001	0059	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
277	8461093001	0060	92671.63	0.00	16	0	07/01/2010	0.00	7/1/2010	7/1/2010	0.00	
278	8461734001	0001	70451.00	33816.48	18	60	07/29/2010	0.00	7/29/2010	8/26/2010	0.00	
279	8463787001	0001	38621.31	0.00	16	0	09/02/2010	0.00	9/2/2010	9/10/2010	0.00	
280	8466214001	0001	28743.00	0.00		0	08/27/2010	0.00	8/27/2010	8/27/2010	0.00	
281	8466512001	0001	24000.00	0.00	16	0	09/01/2010	0.00	9/1/2010	9/1/2010	0.00	
282	8466583001	0001	28182.00	8736.42	18	60	09/06/2010	0.00	9/6/2010	8/31/2010	0.00	
283	8467445001	0001	294850.00	38330.50	18	60	09/15/2010	0.00	9/15/2010	9/24/2010	0.00	
284	8467961001	0001	43393.00	0.00		0	09/16/2010	0.00	9/16/2010	9/16/2010	0.00	
285	8469265002	0001	34133.47	13800.00	18	60	08/20/2010	0.00	8/20/2010	8/27/2010	0.00	
286	8470538001	0001	8550.00	0.00	16	0	09/01/2010	0.00	9/1/2010	9/22/2010	0.00	
287	8471215001	0001	1524.20	213.39	18	60	09/23/2010	0.00	9/23/2010		0.00	
288	8471215001	0002	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
289	8471215001	0003	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
290	8471215001	0004	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
291	8471215001	0005	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
292	8471215001	0006	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
293	8471215001	0007	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
294	8471215001	0008	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
295	8471215001	0009	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
296	8471215001	0010	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
297	8471215001	0011	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
298	8471215001	0012	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
299	8471215001	0013	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
300	8471215001	0014	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
301	8471215001	0015	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
302	8471215001	0016	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
303	8471215001	0017	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
304	8471215001	0018	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
305	8471215001	0019	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
306	8471215001	0020	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
307	8471215001	0021	1524.04	213.37	18	60	09/23/2010	0.00	9/23/2010		0.00	
308	8471339001	0001	30135.00	10848.60	18	60	09/03/2010	0.00	9/3/2010	9/8/2010	0.00	
309	8471339001	0002	4351.00	1566.36	18	60	09/03/2010	0.00	9/3/2010	9/8/2010	0.00	
310	8471648001	0001	3819.54	0.00	16	0	09/24/2010	0.00	9/24/2010		0.00	
311	8471648001	0002	3819.54	0.00	16	0	09/24/2010	0.00	9/24/2010		0.00	
312	8471648001	0003	3819.54	0.00	16	0	09/24/2010	0.00	9/24/2010		0.00	
313	8471648001	0004	3819.54	0.00	16	0	09/24/2010	0.00	9/24/2010		0.00	
314	8471648001	0005	3819.53	0.00	16	0	09/24/2010	0.00	9/24/2010		0.00	
315	8472117001	0001	54010.00	101.00	16	0	09/10/2010	0.00	9/10/2010	9/15/2010	0.00	
316	8473119001	0001	32764.91	0.00	16	0	09/20/2010	0.00	9/20/2010	9/22/2010	0.00	
317	8473119001	0002	32764.91	0.00	16	0	09/20/2010	0.00	9/20/2010	9/22/2010	0.00	
318	8792821039	0001	66750.00	23778.89	18	60	08/31/2010	0.00	8/31/2010	8/31/2010	0.00	
319	9636737001	0001	310000.00	62036.36	12	180	07/31/2008	0.00	12/29/2004		0.00	
320	9636737001	0002	184.00	0.00	12	180	07/31/2008	0.00	12/29/2004		0.00	
321	9644934002	0001	379500.00	92000.00	18	60	09/24/2010	0.00	9/24/2010	9/24/2010	0.00
