ST_Product_Name	PMS_Location	 EOT_Upside 
Kodak	XIMMIS	0.013724897
Kodak	CREO	0.013724897
Kodak	CREOCV	0.013724897
Kodak	DDCP	0.013724897
Kodak	GISD	0.013724897
Kodak	KPG	0.013724897
Kodak	PPILP	0.013724897
Kodak	ATEX	0.013724897
Kodak	D&AI	0.013724897
Kodak	DAI	0.013724897
Kodak	DAYTON	0.013724897
Kodak	DIRCT	0.013724897
Kodak	EDICON	0.013724897
Kodak	EKCTB1	0.013724897
Kodak	EKTRON	0.013724897
Kodak	ENCAD	0.013724897
Kodak	ENCD	0.013724897
Kodak	EPSS	0.013724897
Kodak	IFSOTH	0.013724897
Kodak	KEPS	0.013724897
Kodak	KP	0.013724897
Kodak	KPPOLY	0.013724897
Kodak	LVT	0.013724897
Kodak	MASD	0.013724897
Kodak	MASMEM	0.013724897
Kodak	P&P	0.013724897
Kodak	P&POTH	0.013724897
Kodak	PI	0.013724897
Kodak	PRTPRD	0.013724897
Kodak	SCREEN	0.013724897
Kodak	SPIN	0.013724897
Kodak	TPSD2	0.013724897
Kodak	TX2DAI	0.013724897
Kodak	X2GISD	0.013724897
Kodak	XPI2	0.013724897
Kodak	NEXPRT	0.013724897
Kodak	ALBSYN	0.013724897
Kodak	QUAL01	0.013724897
Kodak	RITSYN	0.013724897
Kodak	WALSYN	0.013724897
Kodak	VRSMRK	0.013724897
Kodak	NP7SEC	0.013724897
Kodak	CE8SEC	0.013724897
Kodak	CROSEC	0.013724897
Kodak	CRVSEC	0.013724897
Kodak	CZ8SEC	0.013724897
Kodak	E6ISEC	0.013724897
Kodak	EN7SEC	0.013724897
Kodak	G3SEC	0.013724897
Kodak	G5ISEC	0.013724897
Kodak	G5SSEC	0.013724897
Kodak	GD3SEC	0.013724897
Kodak	GS3SEC	0.013724897
Kodak	I3SEC	0.013724897
Kodak	I5PSEC	0.013724897
Kodak	I6PSEC	0.013724897
Kodak	IA8SEC	0.013724897
Kodak	IP3SEC	0.013724897
Kodak	IP8SEC	0.013724897
Kodak	K3SEC	0.013724897
Kodak	K5GSEC	0.013724897
Kodak	K5KSEC	0.013724897
Kodak	K5PSEC	0.013724897
Kodak	KA8SEC	0.013724897
Kodak	KG3SEC	0.013724897
Kodak	KG7SEC	0.013724897
Kodak	KG8SEC	0.013724897
Kodak	KP3SEC	0.013724897
Kodak	KP7SEC	0.013724897
Kodak	KP8SEC	0.013724897
Kodak	KZ8SEC	0.013724897
Kodak	N5PSEC	0.013724897
Kodak	N5XSEC	0.013724897
Kodak	NP8SEC	0.013724897
Kodak	NX8SEC	0.013724897
Kodak	P3SEC	0.013724897
Kodak	P5ISEC	0.013724897
Kodak	VK8SEC	0.013724897
Kodak	VR8SEC	0.013724897
Kodak	N7XCSZ	0.013724897
Machine Tools	CSMACH	0.022071367
Material Handling	CSMH	0.00426246
Mita	C5PSEC	0.00873104
Mita	COPSEC	0.00873104
Mita	CP4SEC	0.00873104
Mita	CP7SEC	0.00873104
Mita	CPRSEC	0.00873104
Mita	CPSSEC	0.00873104
Mita	CPTSEC	0.00873104
Mita	CPYCSZ	0.00873104
Mita	CPYSEC	0.00873104
Mita	CPYSTR	0.00873104
Mita	CS8SEC	0.00873104
Mita	CY4SEC	0.00873104
Mita	CY8SEC	0.00873104
Mita	CYRSEC	0.00873104
Mita	CYSEC	0.00873104
Mita	CYSSEC	0.00873104
Mita	M28SEC	0.00873104
Mita	M44SEC	0.00873104
Mita	M5CSEC	0.00873104
Mita	M5HSEC	0.00873104
Mita	M5RSEC	0.00873104
Mita	MASEC	0.00873104
Mita	MCAFAX	0.00873104
Mita	MCASEC	0.00873104
Mita	MCFSEC	0.00873104
Mita	MCXSEC	0.00873104
Mita	ME8SEC	0.00873104
Mita	MFXSEC	0.00873104
Mita	MIASEC	0.00873104
Mita	MISEC	0.00873104
Mita	MITA	0.00873104
Mita	MITCSZ	0.00873104
Mita	MITFED	0.00873104
Mita	MITSEC	0.00873104
Mita	MNACSZ	0.00873104
Mita	MNAPMO	0.00873104
Mita	MNASEC	0.00873104
Mita	MPMSEC	0.00873104
Mita	MT4SEC	0.00873104
Mita	MT7SEC	0.00873104
Mita	MTASEC	0.00873104
Mita	MTFSEC	0.00873104
Mita	MTSEC	0.00873104
Mita	MTTSEC	0.00873104
Mita	MTXSEC	0.00873104
Mita	NA4SEC	0.00873104
Mita	R18SEC	0.00873104
Mita	R5YSEC	0.00873104
Mita	RA4SEC	0.00873104
Mita	RLSEC	0.00873104
Mita	ROASEC	0.00873104
Mita	ROLSEC	0.00873104
Mita	ROYAL	0.00873104
Mita	ROYCSZ	0.00873104
Mita	ROYSEC	0.00873104
Mita	RY4SEC	0.00873104
Mita	RY7SEC	0.00873104
Mita	RY8SEC	0.00873104
Mita	RYASEC	0.00873104
Mita	RYLSEC	0.00873104
Mita	UMASEC	0.00873104
Mita	UMISEC	0.00873104
Mita	UMTSEC	0.00873104
Mita	URLSEC	0.00873104
Mita	USMITA	0.00873104
Mita	USMSEC	0.00873104
Mita	USROYL	0.00873104
Mita	USRSEC	0.00873104
Mita	XMITA	0.00873104
Mita	A13CSZ	0.00873104
Mita	C52CSZ	0.00873104
Mita	M53CSZ	0.00873104
Mita	A43CSZ	0.00873104
Mita	M62CSZ	0.00873104
Mita	N52CSZ	0.00873104
Mita	R54CSZ	0.00873104
Mita	B6CSZ	0.00873104
Mita	U50CSZ	0.00873104
Mita	C84CSZ	0.00873104
Mita	M81CSZ	0.00873104
Mita	M83CSZ	0.00873104
Mita	MI1SEC	0.00873104
MRK	M5KSEC	0.050314149
MRK	MK4SEC	0.050314149
MRK	MKTSEC	0.050314149
MRK	MRKCSZ	0.050314149
MRK	MRKSEC	0.050314149
MRK	MRKSYN	0.050314149
MRK	MRKTCH	0.050314149
MRK	MRTSEC	0.050314149
MRK	M51CSZ	0.050314149
MRK	A41CSZ	0.050314149
NCR	N5CSEC	0.046730867
NCR	NCR	0.046730867
NCR	NCRCSZ	0.046730867
NCR	NCRFED	0.046730867
NCR	NCRSEC	0.046730867
NCR	NCRSYN	0.046730867
NCR	N50CSZ	0.046730867
NCR	A49CSZ	0.046730867
NCR	NC2SEC	0.046730867
NCR	NY7SEC	0.046730867
NCR	NCRCOP	0.046730867
NCR	NCRCPD	0.046730867
Oracle	HLLQCV	0
Oracle	HLTYCV	0
Oracle	HMEXCV	0
Oracle	OMEXCV	0
Oracle	ORACCV	0
Oracle	ORACL2	0
Oracle	ORACLE	0
Oracle	ORAPAR	0
Oracle	ORASYN	0
Other	CRSSYN	0.012145749
Other	CR1SEC	0.012145749
Other	CR2SEC	0.012145749
Other	CR3SEC	0.012145749
Other	CR4SEC	0.012145749
Other	CR5SEC	0.012145749
Other	CR6SEC	0.012145749
Other	CR9SEC	0.012145749
Other	CRDSEC	0.012145749
Other	CRQSEC	0.012145749
Other	CRWSEC	0.012145749
Other	CRZSEC	0.012145749
Other	C24SEC	0.012145749
Other	C25SEC	0.012145749
Other	C26SEC	0.012145749
Other	C27SEC	0.012145749
Other	C29SEC	0.012145749
Other	C30SEC	0.012145749
Other	C31SEC	0.012145749
Other	C32SEC	0.012145749
Other	C33SEC	0.012145749
Other	C34SEC	0.012145749
Other	CCGSEC	0.012145749
Other	SCBSEC	0.012145749
Other	ENGCSZ	0.012145749
Other	ENGEL	0.012145749
Other	EC3SEC	0.012145749
Other	CEFSYN	0.012145749
Other	CE1SEC	0.012145749
Other	CE2SEC	0.012145749
Other	CEFBHS	0.012145749
Other	CEFBMW	0.012145749
Other	CEFBNE	0.012145749
Other	CEFBSE	0.012145749
Other	CEFBSW	0.012145749
Other	CEFBWS	0.012145749
Other	CEFDIR	0.012145749
Other	CEFMDA	0.012145749
Other	CEFMW	0.012145749
Other	CEFNE	0.012145749
Other	CEFPAC	0.012145749
Other	CEFSE	0.012145749
Other	CEFSW	0.012145749
Other	GERFLT	0.012145749
Other	GERINT	0.012145749
Other	GERSUP	0.012145749
Other	REDPLO	0.012145749
Other	CE3SEC	0.012145749
Other	CE4SEC	0.012145749
Other	CE5SEC	0.012145749
Other	CE6SEC	0.012145749
Other	CE7SEC	0.012145749
Other	CEASEC	0.012145749
Other	CEBSEC	0.012145749
Other	CEFSEC	0.012145749
Other	CC1SEC	0.012145749
Other	CC2SEC	0.012145749
Other	CC3SEC	0.012145749
Other	CC5SEC	0.012145749
Other	CC6SEC	0.012145749
Other	CC9SEC	0.012145749
Other	CCASEC	0.012145749
Other	CCBSEC	0.012145749
Other	CCESEC	0.012145749
Other	GC2SEC	0.012145749
Other	CY7SEC	0.012145749
Other	CY5SEC	0.012145749
Other	CY3SEC	0.012145749
Other	CY2SEC	0.012145749
Other	CY1SEC	0.012145749
Other	C08SEC	0.012145749
Other	CFBPSY	0.012145749
Other	CLDSYN	0.012145749
Other	CL1SEC	0.012145749
Other	CL2SEC	0.012145749
Other	CL3SEC	0.012145749
Other	CL9SEC	0.012145749
Other	CLQSEC	0.012145749
Other	CLTSEC	0.012145749
Other	LOYCSZ	0.012145749
Other	C13SEC	0.012145749
Other	C14SEC	0.012145749
Other	C15SEC	0.012145749
Other	C16SEC	0.012145749
Other	C17SEC	0.012145749
Other	C19SEC	0.012145749
Other	C20SEC	0.012145749
Other	CCFSEC	0.012145749
Other	MO1CSZ	0.011424212
Other	MODCSZ	0.011424212
Other	MODCV	0.011424212
Other	MODNEW	0.011424212
Other	MODSPA	0.011424212
Other	NONCSY	0.011424212
Other	X2MOD	0.011424212
Other	XMOD	0.011424212
Other	MO1SEC	0.011424212
Other	MO2SEC	0.011424212
Other	MC7SEC	0.011424212
Other	MCNSEC	0.011424212
Other	MY6SEC	0.011424212
Other	BSCACT	0.011933002
Other	BSCCEF	0.011933002
Other	BSCVFS	0.011933002
Other	CISC	0.011933002
Other	CISC	0.011933002
Other	CSCEXP	0.011933002
Other	IBSOUT	0.011933002
Other	LGCANI	0.011933002
Other	LIFENI	0.011933002
Other	PAIN	0.011933002
Other	PAOT	0.011933002
Other	PASU	0.011933002
Other	PBIN	0.011933002
Other	PBOT	0.011933002
Other	PBSU	0.011933002
Other	PPTX	0.011933002
Other	PPTX	0.011933002
Other	SOLD	0.011933002
Other	SOLDRG	0.011933002
Other	SUNNI	0.011933002
Other	SUTX	0.011933002
Other	TEFO	0.011933002
Other	TEFO	0.011933002
Other	TOSHNI	0.011933002
Other	VEFNI	0.011933002
Other	VEFNI	0.011933002
Other	REFSYN	0.012145749
Other	TPOSYN	0.012145749
Other	ADIRCT	0.012145749
Other	BATEN	0.012145749
Other	CARGOT	0.012145749
Other	CDF	0.012145749
Other	CDIRCT	0.012145749
Other	CHIWCV	0.012145749
Other	CITTCH	0.012145749
Other	DDIRCT	0.012145749
Other	DIGB	0.012145749
Other	DIGTB1	0.012145749
Other	DIRCSY	0.012145749
Other	DIRCT2	0.012145749
Other	DIRECT	0.012145749
Other	ELISON	0.012145749
Other	EMECSZ	0.012145749
Other	EMERSN	0.012145749
Other	EMRSEC	0.012145749
Other	ERIFS	0.012145749
Other	F&FDIR	0.012145749
Other	FLETRY	0.012145749
Other	FLOWIN	0.012145749
Other	FNFCV	0.012145749
Other	FURNIT	0.012145749
Other	GEADVM	0.012145749
Other	GEASYN	0.012145749
Other	HLTREC	0.012145749
Other	HSQDLR	0.012145749
Other	HSQSEC	0.012145749
Other	HSQVRN	0.012145749
Other	HWTYCV	0.012145749
Other	HYUNDA	0.012145749
Other	KEYTEC	0.012145749
Other	KOMSYN	0.012145749
Other	LINOMG	0.012145749
Other	LINOMR	0.012145749
Other	LINTYP	0.012145749
Other	MACFNC	0.012145749
Other	MACSYN	0.012145749
Other	MANUFA	0.012145749
Other	OKUMA	0.012145749
Other	REFDIR	0.012145749
Other	RSASYN	0.012145749
Other	SDRSYN	0.012145749
Other	STLDIR	0.012145749
Other	STLEDB	0.012145749
Other	STRCSZ	0.012145749
Other	STRDIR	0.012145749
Other	STRSYN	0.012145749
Other	SUMITO	0.012145749
Other	SYNDIR	0.012145749
Other	SYNROB	0.012145749
Other	TAGDIR	0.012145749
Other	TIFS	0.012145749
Other	TPODIR	0.012145749
Other	TREE	0.012145749
Other	WATDIR	0.012145749
Other	WHLDIR	0.012145749
Other	WHLENR	0.012145749
Other	X2WHLD	0.012145749
Other	XERI	0.012145749
Other	XSTRD	0.012145749
Other	XWHLD	0.012145749
Other	MA1SEC	0.012145749
Other	DC2SEC	0.012145749
Other	EC2SEC	0.012145749
Other	MC1SEC	0.012145749
Other	MC3SEC	0.012145749
Other	RC2SEC	0.012145749
Other	S10SEC	0.012145749
Other	SC9SEC	0.012145749
Other	TC6SEC	0.012145749
Other	WC1SEC	0.012145749
Other	CU1SEC	0.012145749
Other	DY3SEC	0.012145749
Other	MY1SEC	0.012145749
Other	MY2SEC	0.012145749
Other	RYYSEC	0.012145749
Other	SY7SEC	0.012145749
Other	SY8SEC	0.012145749
Other	TY8SEC	0.012145749
Other	DRT2SY	0.012145749
Other	MCFNSY	0.012145749
Other	REFDSY	0.012145749
Other	CHGSYN	0.012145749
Other	CHICSZ	0.012145749
Other	CHIDRT	0.012145749
Other	CHIDSY	0.012145749
Other	REFCSZ	0.012145749
Other	C10SEC	0.012145749
Other	C11SEC	0.012145749
Other	CY9SEC	0.012145749
Other	CHGOSY	0.012145749
Other	RF8SEC	0.012145749
Other	CC9CSZ	0.012145749
Printing	HEIDEL	0.012145749
Printing	KOMCSZ	0.012145749
Printing	KOMOCV	0.012145749
Printing	KOMOR2	0.012145749
Printing	KOMORI	0.012145749
Printing	KC5SEC	0.012145749
Printing	KCASEC	0.012145749
Printing	KY6SEC	0.012145749
Printing	ELCAM	0.011933002
Printing	MANRO	0.011933002
Printing	MANROS	0.011933002
Printing	X2MANR	0.011933002
Printing	XMANRO	0.011933002
Printing	MCZSEC	0.011933002
Printing	MANSYN	0.011933002
Printing	CSPRIN	0.002867557
Sun	ACCGRH	0.033535051
Sun	ACCSTR	0.033535051
Sun	ACCSYN	0.033535051
Sun	CDORCV	0.033535051
Sun	COMDSC	0.033535051
Sun	COMPRT	0.033535051
Sun	EXCITE	0.033535051
Sun	EXODUS	0.033535051
Sun	GLOBNI	0.033535051
Sun	IDROTH	0.033535051
Sun	MICRO	0.033535051
Sun	MOCA	0.033535051
Sun	MOCA2	0.033535051
Sun	SUN	0.033535051
Sun	SUNACC	0.033535051
Sun	SUNBUY	0.033535051
Sun	SUNDRT	0.033535051
Sun	SUNGLB	0.033535051
Sun	SUNIDR	0.033535051
Sun	SUNOTH	0.033535051
Sun	SUNREG	0.033535051
Sun	SUNRNT	0.033535051
Sun	SUNSRV	0.033535051
Sun	SUNSYN	0.033535051
Sun	AY1SEC	0.033535051
Sun	AY2SEC	0.033535051
Sun	MY4SEC	0.033535051
Sun	MY5SEC	0.033535051
Sun	SU1SEC	0.033535051
Sun	SY9SEC	0.033535051
Sun	ACGRHB	0.033535051
Sun	SUNGBB	0.033535051
Sun	SUNOTB	0.033535051
Sun	SUNRGB	0.033535051
Sun	ACCGRP	0.033535051
Sun	SUNGBP	0.033535051
Sun	SUNOTP	0.033535051
Sun	AY9CSZ	0.033535051
Sun	ID9CSZ	0.033535051
Sun	SUACSZ	0.033535051
Technology	ADTRAN	0.012145749
Technology	AC1SEC	0.012145749
Technology	ALCATL	0.011933002
Technology	ALCEDU	0.011933002
Technology	ALCHC	0.011933002
Technology	ALCSLG	0.011933002
Technology	ASPEN	0.032435487
Technology	ASPSYN	0.032435487
Technology	ACVVFN	0.011933002
Technology	CCVVFN	0.011933002
Technology	ECVVFN	0.011933002
Technology	GCVVFN	0.011933002
Technology	HCVVFN	0.011933002
Technology	KCVVFN	0.011933002
Technology	NCVVFN	0.011933002
Technology	OCVVFN	0.011933002
Technology	TCVVFN	0.011933002
Technology	WCVVFN	0.011933002
Technology	PRJAT	0.011933002
Technology	SXYPLX	0.011933002
Technology	AVFSYN	0.032435487
Technology	AAASEC	0.032435487
Technology	AADSEC	0.032435487
Technology	AV1CSZ	0.032435487
Technology	AVDDIR	0.032435487
Technology	AVDREC	0.032435487
Technology	AVICSZ	0.032435487
Technology	AVID	0.032435487
Technology	AVIDIR	0.032435487
Technology	AVIDSY	0.032435487
Technology	AVISYN	0.032435487
Technology	AVQSEC	0.032435487
Technology	AVSYN	0.032435487
Technology	SYNAVD	0.032435487
Technology	X2AVID	0.032435487
Technology	XAVID	0.032435487
Technology	AV1SEC	0.032435487
Technology	AC9SEC	0.032435487
Technology	ACDSEC	0.032435487
Technology	ACESEC	0.032435487
Technology	AU1SEC	0.032435487
Technology	AY9SEC	0.032435487
Technology	BSDRT	0.032435487
Technology	BSFS1	0.032435487
Technology	BSPRT1	0.032435487
Technology	BSPRT2	0.032435487
Technology	GSBSFS	0.032435487
Technology	MB2CSZ	0.032435487
Technology	MBSTFS	0.032435487
Technology	MBSTSY	0.032435487
Technology	SBSCSZ	0.032435487
Technology	SBSSYN	0.032435487
Technology	SBSTFS	0.032435487
Technology	SMTSYN	0.032435487
Technology	SSWCSZ	0.032435487
Technology	XMBSFS	0.032435487
Technology	XSBSFS	0.032435487
Technology	MC5SEC	0.032435487
Technology	SCASEC	0.032435487
Technology	BQ1SEC	0.032435487
Technology	SQ3SEC	0.032435487
Technology	MEACSZ	0.011933002
Technology	MNWCSZ	0.011933002
Technology	SWICSZ	0.011933002
Technology	BRDCST	0.011933002
Technology	CABLET	0.011933002
Technology	GCABLE	0.011933002
Technology	MCABLE	0.011933002
Technology	SCABLE	0.011933002
Technology	XMCABL	0.011933002
Technology	XSCABL	0.011933002
Technology	CADIS	0.011933002
Technology	CADLR	0.011933002
Technology	CAINC	0.011933002
Technology	ORHSYN	0.011933002
Technology	OCV991	0.011933002
Technology	DELPHI	0.011933002
Technology	EMBARQ	0.044616105
Technology	SPRCSZ	0.044616105
Technology	SPRTIN	0.044616105
Technology	EC1SEC	0.044616105
Technology	SC5SEC	0.044616105
Technology	EQ2SEC	0.044616105
Technology	SQ4SEC	0.044616105
Technology	EMC	0.032435487
Technology	EMCCRP	0.032435487
Technology	EMCCSZ	0.032435487
Technology	EY6SEC	0.032435487
Technology	EMCSYN	0.011933002
Technology	HLTHRG	0.011933002
Technology	ENTRAL	0.011933002
Technology	ENTRAS	0.011933002
Technology	ENTREF	0.011933002
Technology	ENTRSL	0.011933002
Technology	ILXCHN	0.011933002
Technology	ILXCSY	0.011933002
Technology	ILXPSA	0.011933002
Technology	ILXRES	0.011933002
Technology	ILXRSY	0.011933002
Technology	IY4SEC	0.011933002
Technology	IY5SEC	0.011933002
Technology	GEITD	0.011933002
Technology	IDRRCR	0.011933002
Technology	INGRAM	0.011933002
Technology	ISPNI	0.011933002
Technology	ISPPRG	0.011933002
Technology	SMART	0.011933002
Technology	SUNCDO	0.011933002
Technology	SUNRCR	0.011933002
Technology	SUNRCV	0.011933002
Technology	SUNUSE	0.011933002
Technology	XSUN	0.011933002
Technology	XSUNGL	0.011933002
Technology	XSUNPF	0.011933002
Technology	C68SEC	0.012145749
Technology	C78SEC	0.012145749
Technology	CC8SEC	0.012145749
Technology	CL7SEC	0.012145749
Technology	CLDFS	0.012145749
Technology	CLDFSY	0.012145749
Technology	CLDGC	0.012145749
Technology	CLDGSY	0.012145749
Technology	CLDNSG	0.012145749
Technology	CLDNX	0.012145749
Technology	CLDQWS	0.012145749
Technology	CLDREF	0.012145749
Technology	CLDRSL	0.012145749
Technology	CLDRSY	0.012145749
Technology	CLDSPR	0.012145749
Technology	CLEAPL	0.012145749
Technology	CLEBRK	0.012145749
Technology	CLEBSY	0.012145749
Technology	CLEDF	0.012145749
Technology	CLEDSY	0.012145749
Technology	CLEGEL	0.012145749
Technology	CLEGSY	0.012145749
Technology	CLEINB	0.012145749
Technology	CLEKMA	0.012145749
Technology	CLEOI	0.012145749
Technology	CLEOSY	0.012145749
Technology	CLESEC	0.012145749
Technology	CLETFS	0.012145749
Technology	CLETSY	0.012145749
Technology	CT7SEC	0.012145749
Technology	CU8SEC	0.012145749
Technology	LOBSYN	0.012145749
Technology	LODFSY	0.012145749
Technology	C55CSZ	0.012145749
Technology	CLECSZ	0.012145749
Technology	CL4SEC	0.012145749
Technology	CL5SEC	0.012145749
Technology	CLBSEC	0.012145749
Technology	CLCSEC	0.012145749
Technology	CLDSEC	0.012145749
Technology	CU4SEC	0.012145749
Technology	CU3SEC	0.012145749
Technology	ALUINS	0.011933002
Technology	LCENTL	0.011933002
Technology	LEAST	0.011933002
Technology	LUCENT	0.011933002
Technology	LWEST	0.011933002
Technology	PLUINS	0.011933002
Technology	PRJLU	0.011933002
Technology	MBOSYN	0.044616105
Technology	MBO	0.044616105
Technology	MBOCSZ	0.044616105
Technology	SYNREF	0.044616105
Technology	MC4SEC	0.044616105
Technology	MY3SEC	0.044616105
Technology	MOBIUS	0.011933002
Technology	DEMAG	0.011933002
Technology	KRAUS	0.011933002
Technology	NETSTL	0.011933002
Technology	NETAPP	0.011933002
Technology	NETRSL	0.011933002
Technology	NETSEC	0.011933002
Technology	NCASEC	0.011933002
Technology	PNOKIA	0.011933002
Technology	DIST	0.011933002
Technology	GMWILT	0.011933002
Technology	GSWILT	0.011933002
Technology	IOC	0.011933002
Technology	MBAMS	0.011933002
Technology	MEAST	0.011933002
Technology	MNEAST	0.011933002
Technology	MNWEST	0.011933002
Technology	MNWILT	0.011933002
Technology	MWEST	0.011933002
Technology	MWILTL	0.011933002
Technology	NEXONE	0.011933002
Technology	NORTEL	0.011933002
Technology	PANARC	0.011933002
Technology	PANCOM	0.011933002
Technology	PANCRT	0.011933002
Technology	PANERT	0.011933002
Technology	PANMED	0.011933002
Technology	SBAMS	0.011933002
Technology	SEAST	0.011933002
Technology	SNWILT	0.011933002
Technology	SWEST	0.011933002
Technology	SWILTL	0.011933002
Technology	WILCEN	0.011933002
Technology	WILNE	0.011933002
Technology	WILSE	0.011933002
Technology	WILSW	0.011933002
Technology	WILTEL	0.011933002
Technology	WILWST	0.011933002
Technology	XMWILT	0.011933002
Technology	XSWILT	0.011933002
Technology	M11SEC	0.011933002
Technology	S12SEC	0.011933002
Technology	MQ6SEC	0.011933002
Technology	NTNEW	0.044616105
Technology	NQ8SEC	0.044616105
Technology	MBAY	0.011933002
Technology	MNDATA	0.011933002
Technology	PNDATA	0.011933002
Technology	SBAY	0.011933002
Technology	SNDATA	0.011933002
Technology	NORVER	0.011933002
Technology	NSGDIR	0.011933002
Technology	MPROJ	0.011933002
Technology	PRJNON	0.011933002
Technology	PRJNT	0.011933002
Technology	VPROJ	0.011933002
Technology	XPJNON	0.011933002
Technology	AVNSYN	0.011933002
Technology	A6TSEC	0.011933002
Technology	ACCRSL	0.011933002
Technology	ACRCHN	0.011933002
Technology	ACRCOM	0.011933002
Technology	ACRDIR	0.011933002
Technology	ACRRES	0.011933002
Technology	ARC9	0.011933002
Technology	ARCEST	0.011933002
Technology	AVNETL	0.011933002
Technology	AVNETP	0.011933002
Technology	AVNSEC	0.011933002
Technology	AVNTCV	0.011933002
Technology	AVPSEC	0.011933002
Technology	AVTSEC	0.011933002
Technology	EAUCIT	0.011933002
Technology	ENTEX	0.011933002
Technology	ENTPSE	0.011933002
Technology	GEASEC	0.011933002
Technology	GECCSZ	0.011933002
Technology	GECITS	0.011933002
Technology	GECSEC	0.011933002
Technology	GEITSL	0.011933002
Technology	GT4SEC	0.011933002
Technology	GTSSEC	0.011933002
Technology	H5LSEC	0.011933002
Technology	HALCSZ	0.011933002
Technology	HALLMK	0.011933002
Technology	HALSYN	0.011933002
Technology	HK4SEC	0.011933002
Technology	HLMKCV	0.011933002
Technology	HMKSEC	0.011933002
Technology	HRETCV	0.011933002
Technology	IBMCST	0.011933002
Technology	IGFHCV	0.011933002
Technology	INACOM	0.011933002
Technology	INFOTC	0.011933002
Technology	INFOTC	0.011933002
Technology	ITBYSL	0.011933002
Technology	ITDFSX	0.011933002
Technology	ITDRCT	0.011933002
Technology	ITPRG	0.011933002
Technology	ITSYND	0.011933002
Technology	LOGSTA	0.011933002
Technology	MCRCHN	0.011933002
Technology	MCRRES	0.011933002
Technology	NETRES	0.011933002
Technology	P4NSEC	0.011933002
Technology	P4WSEC	0.011933002
Technology	P5CSEC	0.011933002
Technology	P5WSEC	0.011933002
Technology	PA1CSZ	0.011933002
Technology	PC1CSZ	0.011933002
Technology	PCFCSZ	0.011933002
Technology	PCFLSY	0.011933002
Technology	PCFLW2	0.011933002
Technology	PCFSEC	0.011933002
Technology	PCORDR	0.011933002
Technology	PCWSEC	0.011933002
Technology	PF4SEC	0.011933002
Technology	PFLSEC	0.011933002
Technology	PITMAN	0.011933002
Technology	PROSYS	0.011933002
Technology	PW4SEC	0.011933002
Technology	SENCHL	0.011933002
Technology	SENECA	0.011933002
Technology	SNPSYN	0.011933002
Technology	TMSCV	0.011933002
Technology	TRNDCV	0.011933002
Technology	USPCFL	0.011933002
Technology	VEND	0.011933002
Technology	VERSY9	0.011933002
Technology	VIEWCH	0.011933002
Technology	VSEAST	0.011933002
Technology	A08CSZ	0.011933002
Technology	A23CSZ	0.011933002
Technology	A6TCSZ	0.011933002
Technology	H50CSZ	0.011933002
Technology	P50CSZ	0.011933002
Technology	P51CSZ	0.011933002
Technology	B3CSZ	0.011933002
Technology	AC6SEC	0.011933002
Technology	NCSSEC	0.011933002
Technology	RC1SEC	0.011933002
Technology	RC3SEC	0.011933002
Technology	RC5SEC	0.011933002
Technology	RC6SEC	0.011933002
Technology	RCASEC	0.011933002
Technology	PEOPLE	0.011933002
Technology	GMUSWT	0.044616105
Technology	MNUCSZ	0.044616105
Technology	MNUSWT	0.044616105
Technology	MUQSEC	0.044616105
Technology	MUSCSZ	0.044616105
Technology	MUSWST	0.044616105
Technology	QWSDIR	0.044616105
Technology	QWSSEC	0.044616105
Technology	QWSSYN	0.044616105
Technology	QWSTFD	0.044616105
Technology	SNUSWT	0.044616105
Technology	SUSCSZ	0.044616105
Technology	SUSWST	0.044616105
Technology	XMUSWT	0.044616105
Technology	XSUSWT	0.044616105
Technology	M10SEC	0.044616105
Technology	QC1SEC	0.044616105
Technology	S11SEC	0.044616105
Technology	XC1SEC	0.044616105
Technology	MQ5SEC	0.044616105
Technology	QQ1SEC	0.044616105
Technology	SQ6SEC	0.044616105
Technology	RADIAN	0.011933002
Technology	CSTECH	0.044616105
Technology	RSA	0.011933002
Technology	RSASEC	0.011933002
Technology	SIEBEL	0.011933002
Technology	SIEBDR	0.011933002
Technology	CSTCSZ	0.011933002
Technology	USEFMA	0.011933002
Technology	USEFMW	0.011933002
Technology	USEFNE	0.011933002
Technology	USEFPC	0.011933002
Technology	USEFSE	0.011933002
Technology	USEFSW	0.011933002
Technology	USNESY	0.011933002
Technology	USSWSY	0.011933002
Technology	UY6SEC	0.011933002
Technology	UY5SEC	0.011933002
Technology	UY4SEC	0.011933002
Technology	UY3SEC	0.011933002
Technology	UY2SEC	0.011933002
Technology	UY1SEC	0.011933002
Technology	GMSPNT	0.011933002
Technology	MNSPRT	0.011933002
Technology	MSPCSZ	0.011933002
Technology	MSPRNT	0.011933002
Technology	MSQSEC	0.011933002
Technology	NCSCSP	0.011933002
Technology	NEXSEC	0.011933002
Technology	NEXTEL	0.011933002
Technology	SLONGD	0.011933002
Technology	SPRINT	0.011933002
Technology	SPRTDF	0.011933002
Technology	SPTCSZ	0.011933002
Technology	SSPCSZ	0.011933002
Technology	SSPRNT	0.011933002
Technology	XMSPNT	0.011933002
Technology	XSSPNT	0.011933002
Technology	MC9SEC	0.011933002
Technology	NC5SEC	0.011933002
Technology	SCMSEC	0.011933002
Technology	SCNSEC	0.011933002
Technology	MQ4SEC	0.011933002
Technology	NQ7SEC	0.011933002
Technology	SQ5SEC	0.011933002
Technology	LEXSNX	0.011933002
Technology	SYNNON	0.011933002
