Date, L1 (layered) , L2 (layered) , L3 (layered) , L6 (layered) , L12 (layered) , L24 (layered) , L36 (layered) , L48 (layered) , L60 (layered) , L84 (layered) , L120 (layered) ,F2
3/1/2005,0.0602,0.061233,0.061733,0.06275,0.0629,0.061950704,0.062750986,0.06314078,0.063603379,0.064283091,0.065666295,0
