Date, L1 (layered) , L2 (layered) , L3 (layered) , L6 (layered) , L12 (layered) , L24 (layered) , L36 (layered) , L48 (layered) , L60 (layered) , L84 (layered) , L120 (layered) ,  F1 (floating)  ,  F3 (floating)  ,ATIIE28-1,ATIIE91-3
3/1/2005,0.099744444,0.10385748,0.104618751,0.107138409,0.107718172,0.103149557,0.10462749,0.105832866,0.106667266,0.109498699,0.113374788,0.1013,0.1013,0.0963,0.0965
