Date, L1 (layered) , L2 (layered) , L3 (layered) , L6 (layered) , L12 (layered) , L24 (layered) , L36 (layered) , L48 (layered) , L60 (layered) , L84 (layered) , L120 (layered) , L240 (layered) , L360 (layered) ,PrimeMC,R (Prime Rate),MBA-1,ABA-1
3/1/2005,0.0273,0.0274,0.0276,0.0281,0.0306,0.033897873,0.036627533,0.039434346,0.04202517,0.04611338,0.049762184,0.057110908,0.057529151,0.03,0.0425,0.0286,0.0256
